year,month,language_name,commit_count,quarter,year_rank,quarter_rank
2011,3,Earthly,74,1,386,358
2011,12,Qt Script,129,4,351,346
2011,6,ShaderLab,363,2,318,201
2011,6,FreeBasic,142,2,329,370
2011,8,Stan,90,3,368,339
2011,12,Witcher Script,2,4,413,398
2011,11,Awk,23425422,4,8,9
2011,10,Perl,25976244,4,5,6
2011,9,Python,22424009,3,2,2
2011,12,HTML,4669859,4,24,11
2011,5,OCaml,153485,2,83,95
2011,4,NSIS,756191,2,42,48
2011,9,ApacheConf,1011576,3,37,46
2011,12,Vim script,197035,4,75,59
2011,10,Racket,94831,4,97,158
2011,11,FORTRAN,148427,4,79,114
2011,6,TypeScript,317658,2,58,44
2011,7,Nix,26851,3,150,140
2011,6,Cuda,52474,2,125,117
2011,11,DTrace,190114,4,76,80
2011,8,GDScript,15453,3,162,205
2011,5,PicoLisp,14868,2,182,238
2011,10,LSL,10141,4,186,254
2011,8,Gnuplot,92787,3,104,124
2011,9,Standard ML,161352,3,80,96
2011,4,POV-Ray SDL,41700,2,142,157
2011,10,Gettext Catalog,13248,4,191,236
2011,5,Augeas,28704,2,166,206
2011,4,Augeas,16709,2,166,206
2011,12,Smali,1056,4,288,333
2011,2,nesC,73258,1,100,127
2011,4,Kotlin,120644,2,92,92
2011,6,Mustache,28531,2,157,130
2011,7,Mustache,22876,3,157,131
2011,11,Mustache,44866,4,157,125
2011,5,SQF,91,2,323,242
2011,2,SWIG,18423,1,175,155
2011,2,RAML,2319,1,236,237
2011,3,Pep8,19,1,374,295
2011,2,CWeb,1586,1,271,299
2011,2,Isabelle,3155,1,251,278
2011,6,Pan,1763,2,258,324
2011,4,RPC,6134,2,211,228
2011,12,Grammatical Framework,50,4,407,399
2011,12,StringTemplate,528,4,289,331
2011,5,Nimrod,1135,2,272,232
2011,12,EJS,1729,4,282,179
2011,4,Faust,255,2,294,278
2011,4,Fluent,834,2,290,260
2011,7,1C Enterprise,219,3,331,141
2011,3,Chapel,4085,1,234,296
2011,3,Mirah,1304,1,281,346
2011,11,Nim,1478,4,275,209
2011,1,Fantom,1300,1,257,314
2011,4,mupad,373,2,315,371
2011,4,DCPU-16 ASM,122,2,357,424
2011,12,DCPU-16 ASM,202,4,357,451
2011,7,RUNOFF,50,3,360,438
2011,9,Futhark,37,3,396,412
2011,8,Grammatical Framework,18,3,407,396
2011,7,Clojure,10664178,3,17,20
2011,5,DOT,3829229,2,31,49
2011,5,JavaScript,9621292,2,18,11
2011,6,Ruby,3197434,2,26,19
2011,12,Roff,953929,4,38,38
2011,9,HTML,4843205,3,24,11
2011,8,Lua,373710,3,52,41
2011,6,Tcl,381554,2,48,51
2011,6,Thrift,74044,2,99,90
2011,7,q,5793,3,232,171
2011,2,Racket,114748,1,97,146
2011,11,D,172345,4,71,91
2011,8,Pascal,446707,3,44,61
2011,3,Common Lisp,111740,1,107,113
2011,12,SAS,88934,4,91,118
2011,11,Game Maker Language,26108,4,177,199
2011,6,Turing,18919,2,173,239
2011,5,xBase,4017,2,237,265
2011,7,Pan,1985,3,258,326
2011,8,Jupyter Notebook,58601,3,126,80
2011,9,Haml,2428,3,244,217
2011,10,Cython,10737,4,208,147
2011,4,UrWeb,48,2,356,237
2011,7,Terra,11414,3,203,218
2011,7,Component Pascal,9360,3,197,245
2011,10,WebAssembly,1065,4,277,272
2011,4,Parrot,2664,2,240,332
2011,11,SQF,173,4,323,298
2011,10,Oz,6130,4,216,283
2011,11,Twig,14245,4,168,173
2011,10,RAML,2693,4,236,244
2011,12,Agda,411,4,328,338
2011,8,PAWN,43043,3,134,156
2011,3,Riot,120,1,347,288
2011,6,Procfile,2831,2,242,190
2011,10,Metal,2860,4,245,194
2011,2,Pug,794,1,296,210
2011,12,Asymptote,24,4,366,392
2011,2,Genie,273,1,337,325
2011,11,Kit,4,4,414,434
2011,6,NASL,9878,2,190,167
2011,5,Fluent,990,2,290,260
2011,1,Zephir,697,1,273,302
2011,11,V,1542,4,261,285
2011,2,Hy,118,1,334,255
2011,11,Earthly,60,4,386,357
2011,7,TXL,153,3,359,414
2011,10,Svelte,1,4,398,332
2011,10,kvlang,108,4,341,345
2011,12,BASIC,97,4,349,320
2011,9,Kaitai Struct,18,3,376,388
2011,7,KakouneScript,32,3,372,390
2011,12,MQL4,6,4,396,424
2011,11,Futhark,2,4,396,411
2011,11,Pony,2,4,396,326
2011,2,Euphoria,34,1,345,360
2011,6,Xonsh,22,2,402,418
2011,7,DOT,2901466,3,31,50
2011,2,Awk,19198338,1,8,9
2011,2,XSLT,6415894,1,19,22
2011,11,PLpgSQL,296888,4,64,55
2011,3,Protocol Buffer,388068,1,49,45
2011,11,PowerShell,424231,4,51,32
2011,6,PowerShell,396654,2,51,35
2011,6,Objective-C++,2536631,2,29,32
2011,5,AngelScript,7322,2,213,208
2011,6,QML,75056,2,122,103
2011,6,PigLatin,7612,2,205,212
2011,2,Vala,45550,1,155,143
2011,1,FLUX,109055,1,89,120
2011,11,Rust,85398,4,101,87
2011,5,SAS,125284,2,91,119
2011,6,Matlab,257602,2,66,77
2011,6,Julia,9510,2,176,141
2011,3,Mask,16742,1,159,186
2011,8,SQL,8147,3,207,277
2011,1,POV-Ray SDL,54369,1,142,157
2011,7,Sass,1611,3,268,214
2011,8,Jasmin,2204,3,250,256
2011,1,UrWeb,88,1,356,277
2011,3,CartoCSS,328,1,265,269
2011,9,Kotlin,137379,3,92,91
2011,10,HLSL,84855,4,111,108
2011,4,LilyPond,6045,2,206,227
2011,2,ECL,686,1,295,312
2011,4,Agda,323,2,328,349
2011,5,Limbo,9685,2,210,251
2011,7,G-code,245,3,309,272
2011,6,LFE,70,2,397,429
2011,9,Cool,3329,3,243,274
2011,10,EJS,1259,4,282,179
2011,11,Click,3908,4,235,316
2011,7,VCL,3110,3,254,198
2011,6,Logtalk,796,2,321,376
2011,5,BlitzMax,259,2,335,391
2011,2,API Blueprint,650,1,287,266
2011,6,J,75372,2,98,131
2011,11,Volt,238,4,346,240
2011,11,YARA,44,4,377,322
2011,9,Csound,1632,3,255,301
2011,6,Csound,1637,2,255,299
2011,7,ShellSession,90,3,353,409
2011,9,Cycript,4,3,405,297
2011,9,Qt Script,105,3,351,345
2011,11,Alloy,81,4,338,376
2011,4,jq,585,2,298,277
2011,4,Reason,446,2,312,285
2011,2,MLIR,1606,1,266,179
2011,5,PureScript,178,2,316,270
2011,3,VimL,11040979,1,20,24
2011,5,Eagle,19932,2,160,159
2011,7,Lua,404618,3,52,41
2011,3,Tcl,509158,1,48,53
2011,11,ApacheConf,1084134,4,37,48
2011,8,PigLatin,10306,3,205,206
2011,3,R,1265784,1,40,52
2011,3,Meson,29985,1,163,132
2011,2,Erlang,2146662,1,32,39
2011,12,AppleScript,237732,4,67,84
2011,10,Nginx,28045,4,138,60
2011,4,MATLAB,37444,2,136,107
2011,11,Nix,34267,4,150,138
2011,11,Elixir,57367,4,121,132
2011,1,CLIPS,141989,1,86,122
2011,10,D,176921,4,71,91
2011,6,AutoHotkey,6250,2,184,235
2011,8,Io,50849,3,127,175
2011,7,AutoHotkey,6515,3,184,247
2011,5,Inno Setup,69833,2,112,104
2011,12,Perl 6,305660,4,62,70
2011,1,GDB,3581995,1,27,29
2011,6,SCSS,73648,2,120,81
2011,1,Coq,3614,1,226,223
2011,11,sed,30211,4,149,63
2011,1,Cap'n Proto,1768,1,231,172
2011,4,Gosu,3852,2,224,221
2011,5,Mustache,20510,2,157,130
2011,4,SWIG,17580,2,175,153
2011,3,LilyPond,10258,1,206,219
2011,9,Oz,3925,3,216,271
2011,4,Oz,3698,2,216,274
2011,2,Boo,5715,1,220,284
2011,5,LOLCODE,3588,2,238,304
2011,6,Smali,228,2,288,333
2011,12,CWeb,1638,4,271,308
2011,8,AIDL,1308,3,292,268
2011,5,Crystal,842,2,283,158
2011,5,NASL,10347,2,190,167
2011,12,KRL,939,4,291,374
2011,8,BlitzMax,369,3,335,402
2011,1,Jsonnet,3624,1,263,216
2011,5,1C Enterprise,382,2,331,139
2011,9,1C Enterprise,244,3,331,141
2011,10,ReScript,1865,4,249,249
2011,7,mupad,234,3,315,374
2011,6,V,2251,2,261,291
2011,3,V,1924,1,261,298
2011,4,MTML,514,2,332,427
2011,8,Zimpl,420,3,317,343
2011,3,ooc,261,1,307,333
2011,12,Classic ASP,127,4,340,342
2011,9,Red,1454,3,264,303
2011,1,YARA,18,1,377,321
2011,11,NetLogo,144,4,361,388
2011,8,Monkey,406,3,333,397
2011,9,GSC,49,3,363,340
2011,5,Papyrus,881,2,308,374
2011,5,Nit,56,2,339,323
2011,4,Stan,88,2,368,339
2011,12,Futhark,6,4,396,411
2011,9,Zeek,37,3,396,365
2011,7,Ox,7,3,404,456
2011,4,Assembly,18596998,2,7,8
2011,6,C++,21236362,2,3,4
2011,6,Makefile,16665660,2,11,5
2011,6,Visual Basic,274268,2,65,65
2011,4,Tcl,446850,2,48,51
2011,3,SuperCollider,2961836,1,36,51
2011,5,Gherkin,123216,2,85,72
2011,5,Processing,64583,2,109,122
2011,12,Elixir,69905,4,121,132
2011,9,Cuda,47756,3,125,116
2011,8,Nix,31433,3,150,140
2011,4,Haxe,116697,2,94,134
2011,12,Smalltalk,142576,4,77,81
2011,7,Cirru,5716,3,195,275
2011,7,Lean,5069,3,199,232
2011,7,FLUX,107065,3,89,114
2011,2,SCSS,53988,1,120,81
2011,6,Jinja,3537,2,225,145
2011,6,NCL,171,2,344,383
2011,7,LilyPond,12636,3,206,213
2011,1,VBA,3848,1,246,247
2011,9,Delphi,10360,3,189,291
2011,10,Kit,9,4,414,434
2011,12,V,1054,4,261,285
2011,4,Mirah,949,2,281,344
2011,6,Brightscript,348,2,322,360
2011,7,Modelica,614,3,278,307
2011,4,Qt Script,331,2,351,342
2011,10,Volt,254,4,346,240
2011,7,mIRC Script,1321,3,260,266
2011,11,mIRC Script,1511,4,260,263
2011,8,YARA,126,3,377,327
2011,5,Hy,187,2,334,248
2011,8,Bro,715,3,310,348
2011,4,PEG.js,61,2,375,318
2011,9,Harbour,280,3,348,356
2011,2,Harbour,78,1,348,353
2011,10,GSC,102,4,363,337
2011,11,LabVIEW,475,4,336,387
2011,2,Common Workflow Language,8,1,364,327
2011,5,Shen,28,2,380,426
2011,4,Futhark,44,2,396,400
2011,3,MQL5,24,1,383,422
2011,11,BASIC,67,4,349,320
2011,4,VimL,5918870,2,20,26
2011,8,Objective-C,21545275,3,6,7
2011,10,PowerShell,391228,4,51,32
2011,12,Max,23805,4,156,180
2011,9,GDB,2592311,3,27,28
2011,11,R,823139,4,40,53
2011,10,PigLatin,11105,4,205,217
2011,12,Scheme,237353,4,69,75
2011,8,Vala,23830,3,155,137
2011,2,GLSL,322071,1,61,55
2011,10,M,104736,4,108,136
2011,11,Fortran,86782,4,103,99
2011,4,Mask,15787,2,159,192
2011,12,XProc,6273,4,212,250
2011,8,XProc,8933,3,212,248
2011,11,PicoLisp,11185,4,182,241
2011,8,BlitzBasic,5192,3,215,244
2011,8,LSL,12128,3,186,258
2011,10,Inno Setup,62306,4,112,102
2011,10,DM,64506,4,119,96
2011,3,AutoIt,3080,1,239,243
2011,11,Nemerle,19168,4,161,228
2011,10,Less,19639,4,171,121
2011,1,Hack,104793,1,95,89
2011,8,POV-Ray SDL,33848,3,142,158
2011,7,NewLisp,49762,3,145,167
2011,10,Fancy,2813,4,279,258
2011,3,Terra,9873,1,203,221
2011,12,nesC,95658,4,100,127
2011,9,SQF,518,3,323,270
2011,7,HLSL,69165,3,111,110
2011,6,Cython,8481,2,208,151
2011,3,SMT,733,1,313,287
2011,1,KRL,818,1,291,365
2011,9,Zephir,1697,3,273,305
2011,2,J,86479,1,98,126
2011,5,YASnippet,359,2,319,264
2011,6,ReScript,2732,2,249,245
2011,3,Modelica,1137,1,278,309
2011,1,XC,66233,1,133,175
2011,4,Dhall,71,2,369,347
2011,5,ShaderLab,511,2,318,201
2011,10,Modula-3,15,4,401,422
2011,3,Tea,38,1,365,416
2011,3,Monkey,76,1,333,385
2011,2,Monkey,16,1,333,385
2011,2,G-code,232,1,309,270
2011,5,Reason,268,2,312,285
2011,8,Solidity,45,3,396,273
2011,10,MQL5,34,4,383,425
2011,7,Xonsh,20,3,402,415
2011,10,Scilab,21292348,4,10,13
2011,4,Emacs Lisp,642780,2,43,42
2011,10,CMake,922100,4,39,34
2011,1,NSIS,737770,1,42,49
2011,8,Max,21710,3,156,179
2011,2,ANTLR,38775,1,124,92
2011,5,Arduino,133404,2,82,93
2011,12,Mask,26324,4,159,189
2011,5,DIGITAL Command Language,162269,2,81,71
2011,12,Rebol,59928,4,118,142
2011,3,Smalltalk,177632,1,77,83
2011,4,PicoLisp,12882,2,182,238
2011,9,Perl 6,266074,3,62,70
2011,10,xBase,2380,4,237,270
2011,9,Euphoria,316,3,345,351
2011,4,Objective-J,4801,2,241,283
2011,7,Squirrel,3115,3,219,296
2011,11,Fancy,2097,4,279,258
2011,2,NCL,56,1,344,382
2011,9,AL,11,3,406,369
2011,10,Gosu,5377,4,224,242
2011,8,Cap'n Proto,4350,3,231,157
2011,6,Component Pascal,14742,2,197,258
2011,10,Idris,4300,4,280,277
2011,7,Opa,397,3,284,354
2011,2,Limbo,7028,1,210,240
2011,3,PAWN,59075,1,134,152
2011,9,AIDL,2049,3,292,268
2011,12,Genie,106,4,337,330
2011,1,Ceylon,1270,1,259,315
2011,2,Dhall,66,1,369,355
2011,10,API Blueprint,485,4,287,265
2011,5,Inform 7,89,2,358,329
2011,4,KiCad Layout,46,2,354,356
2011,1,Common Workflow Language,35,1,364,327
2011,2,Wollok,16,1,400,447
2011,1,G-code,176,1,309,270
2011,5,Zeek,14,2,396,367
2011,2,Motoko,2,1,396,380
2011,7,XSLT,8188357,3,19,23
2011,7,Makefile,24813698,3,11,4
2011,7,SourcePawn,15806064,3,15,17
2011,1,VimL,9140850,1,20,24
2011,2,CMake,833846,1,39,34
2011,1,Max,28360,1,156,176
2011,4,PHP,2447777,2,30,25
2011,12,Dockerfile,162463,4,84,36
2011,9,Max,13221,3,156,179
2011,9,C#,886006,3,41,37
2011,12,SQLPL,184658,4,73,66
2011,10,OCaml,150321,4,83,101
2011,4,Puppet,76623,2,102,100
2011,2,ColdFusion,44317,1,151,193
2011,2,XS,114364,1,93,123
2011,1,Mathematica,60420,1,115,129
2011,2,Haskell,143789,1,78,90
2011,4,Matlab,267116,2,66,77
2011,11,Eiffel,37677,4,137,185
2011,11,Rebol,60909,4,118,142
2011,6,BlitzBasic,7430,2,215,252
2011,7,JSONiq,6906,3,187,221
2011,10,Game Maker Language,19145,4,177,199
2011,7,xBase,1559,3,237,255
2011,4,AutoIt,2913,2,239,243
2011,6,Coq,4462,2,226,224
2011,4,Dylan,561,2,327,314
2011,7,Vue,17773,3,179,113
2011,11,nesC,115703,4,100,127
2011,9,Web Ontology Language,9698,3,200,251
2011,11,Boo,4917,4,220,291
2011,11,Delphi,12258,4,189,297
2011,2,PureBasic,2491,1,267,136
2011,10,Frege,2635,4,252,335
2011,4,RUNOFF,62,2,360,441
2011,3,J,97543,1,98,126
2011,1,CodeQL,1233,1,256,239
2011,6,Chapel,3907,2,234,296
2011,1,Svelte,19,1,398,337
2011,7,Modula-3,13,3,401,411
2011,2,Closure Templates,80,1,367,335
2011,5,Bro,444,2,310,343
2011,10,Harbour,272,4,348,348
2011,3,Kaitai Struct,162,1,376,387
2011,3,Golo,30,1,371,400
2011,2,Blade,431,1,306,245
2011,1,Xonsh,1,1,402,420
2011,10,Witcher Script,35,4,413,398
2011,11,Scilab,21265036,4,10,13
2011,5,ASP,23670309,2,12,18
2011,12,Python,27774385,4,2,2
2011,5,Ruby,3814081,2,26,19
2011,8,ColdFusion,33977,3,151,197
2011,11,Ruby,3669080,4,26,18
2011,1,Diff,27993,1,153,189
2011,7,Puppet,110758,3,102,95
2011,11,Max,35166,4,156,180
2011,1,TSQL,49812,1,128,86
2011,9,ActionScript,199634,3,74,72
2011,1,SQLPL,210258,1,73,68
2011,4,SQLPL,189823,2,73,69
2011,8,XML,281669,3,54,119
2011,1,Cuda,36108,1,125,115
2011,4,M,84537,2,108,136
2011,9,Mathematica,66997,3,115,132
2011,11,AGS Script,13731,4,192,230
2011,9,PureBasic,1415,3,267,143
2011,11,Standard ML,197325,4,80,95
2011,1,Matlab,254338,1,66,74
2011,3,E,48739,1,146,178
2011,2,Rebol,65795,1,118,139
2011,10,AutoHotkey,9187,4,184,231
2011,10,Smalltalk,191998,4,77,81
2011,3,OpenSCAD,4979,1,181,190
2011,3,Verilog,38124,1,139,150
2011,2,Turing,18632,1,173,232
2011,12,Jasmin,1779,4,250,257
2011,12,MAXScript,10883,4,174,177
2011,3,WebAssembly,1333,1,277,274
2011,10,ASP.NET,3148,4,248,238
2011,12,LOLCODE,3636,4,238,300
2011,9,ECL,801,3,295,317
2011,8,ASL,344,3,314,300
2011,5,IGOR Pro,958,2,297,366
2011,7,Haml,3165,3,244,217
2011,3,ECL,688,1,295,312
2011,10,Sass,1976,4,268,211
2011,1,Nimrod,1514,1,272,260
2011,12,Pike,581,4,286,343
2011,8,Metal,3965,3,245,189
2011,7,Metal,1556,3,245,189
2011,3,Pug,712,1,296,210
2011,11,RobotFramework,15435,4,202,155
2011,5,Asymptote,50,2,366,398
2011,12,Zephir,1441,4,273,296
2011,12,API Blueprint,589,4,287,265
2011,3,Fluent,902,1,290,251
2011,4,ASL,573,2,314,308
2011,4,Earthly,24,2,386,352
2011,11,Monkey,77,4,333,396
2011,4,Volt,20,2,346,210
2011,6,Ecl,572,2,325,407
2011,1,Ecl,238,1,325,403
2011,11,ShellSession,10,4,353,406
2011,1,Nunjucks,216,1,342,265
2011,1,LOLCODE,3658,1,238,304
2011,10,Papyrus,465,4,308,384
2011,8,LabVIEW,83,3,336,387
2011,4,LabVIEW,70,2,336,396
2011,1,HyPhy,135,1,330,308
2011,4,Singularity,244,2,350,364
2011,7,Alloy,280,3,338,385
2011,2,Cycript,9,1,405,289
2011,5,Lex,18018202,2,14,15
2011,12,Assembly,24380629,4,7,8
2011,8,Java,1994983,3,35,24
2011,3,CoffeeScript,383565,1,46,40
2011,8,QMake,225509,3,68,59
2011,6,CMake,887152,2,39,34
2011,8,Objective-C++,2589128,3,29,33
2011,2,q,5497,1,232,177
2011,6,ColdFusion,24977,2,151,193
2011,5,XS,151867,2,93,118
2011,5,LLVM,65177,2,110,73
2011,8,Vim Snippet,1358,3,274,153
2011,8,TypeScript,264735,3,58,42
2011,8,Swift,47509,3,143,66
2011,2,AutoHotkey,28814,1,184,230
2011,4,Common Lisp,83690,2,107,102
2011,4,Verilog,39541,2,139,163
2011,11,COBOL,21100,4,169,204
2011,1,Elixir,71531,1,121,130
2011,2,Module Management System,107480,1,96,112
2011,6,Raku,16879,2,178,172
2011,3,LSL,5940,1,186,241
2011,3,VHDL,13008,1,170,194
2011,6,Perl 6,273575,2,62,70
2011,10,Turing,18187,4,173,246
2011,1,AutoIt,3064,1,239,243
2011,5,Coq,4878,2,226,224
2011,9,QML,60067,3,122,102
2011,8,Gosu,7862,3,224,228
2011,1,TLA,2422,1,214,212
2011,5,Smali,2875,2,288,333
2011,11,AspectJ,155026,4,90,111
2011,1,Sage,1932,1,227,215
2011,5,ASP.NET,1887,2,248,253
2011,2,Delphi,11441,1,189,285
2011,12,Lasso,17542,4,172,248
2011,2,Riot,20,1,347,288
2011,2,ooc,452,1,307,333
2011,1,Red,1560,1,264,305
2011,11,mupad,727,4,315,370
2011,6,Classic ASP,310,2,340,341
2011,8,ReScript,1988,3,249,249
2011,11,Slice,228,4,326,372
2011,5,Slice,624,2,326,351
2011,11,MTML,52,4,332,442
2011,6,Blade,809,2,306,249
2011,4,Tea,176,2,365,422
2011,4,Harbour,29,2,348,373
2011,4,Promela,43,2,403,402
2011,11,Papyrus,268,4,308,384
2011,8,Papyrus,488,3,308,378
2011,10,Ren'Py,22,4,409,437
2011,10,Bluespec,40,4,373,354
2011,6,Alloy,349,2,338,386
2011,1,jq,349,1,298,281
2011,12,Golo,18,4,371,395
2011,4,Fennel,44,2,396,412
2011,4,Pony,44,2,396,336
2011,7,MQL5,33,3,383,429
2011,7,HTML,4402208,3,24,11
2011,11,Yacc,14915474,4,13,15
2011,1,Objective-C,28930756,1,6,7
2011,2,Scilab,17819496,1,10,11
2011,3,Go,518112,1,50,32
2011,6,PLpgSQL,312486,2,64,56
2011,7,Groovy,419925,3,47,44
2011,9,TSQL,52947,3,128,85
2011,1,Eagle,25992,1,160,182
2011,2,Visual Basic,350798,1,65,65
2011,8,XS,90810,3,93,128
2011,8,Meson,20356,3,163,130
2011,9,Haskell,129222,3,78,92
2011,2,Smalltalk,151885,1,77,83
2011,11,Pascal,463793,4,44,58
2011,5,Dart,42900,2,135,110
2011,12,Eiffel,43631,4,137,185
2011,8,Smalltalk,167435,3,77,83
2011,3,DIGITAL Command Language,167861,1,81,70
2011,2,GDScript,24601,1,162,195
2011,9,Verilog,38190,3,139,161
2011,9,Clarion,39819,3,147,172
2011,9,Visual Basic .NET,1890,3,270,174
2011,7,PureBasic,1024,3,267,143
2011,2,AIDL,294,1,292,272
2011,8,Pike,1077,3,286,353
2011,1,Metal,3798,1,245,201
2011,3,XC,81412,1,133,175
2011,4,Zephir,2005,2,273,302
2011,1,F*,44,1,382,345
2011,2,Kit,1,1,414,440
2011,12,Modelica,607,4,278,302
2011,3,Svelte,115,1,398,337
2011,4,Svelte,41,2,398,335
2011,9,Bro,536,3,310,348
2011,11,Tea,6,4,365,423
2011,2,Moocode,12,1,352,405
2011,7,Kaitai Struct,86,3,376,388
2011,9,Singularity,103,3,350,368
2011,3,KakouneScript,41,1,372,395
2011,3,Blade,184,1,306,245
2011,5,Assembly,32607543,2,7,8
2011,10,HTML,4311717,4,24,11
2011,1,C++,30093993,1,3,4
2011,8,TeX,4511952,3,21,27
2011,5,QML,56076,2,122,103
2011,9,ASP,12664312,3,12,19
2011,12,XSLT,7122691,4,19,23
2011,7,GAP,286305,3,63,78
2011,2,Batchfile,2065340,1,33,23
2011,2,C#,717207,1,41,36
2011,1,R,1066361,1,40,52
2011,12,GDB,3307778,4,27,29
2011,3,GLSL,395014,1,61,55
2011,8,Gherkin,136810,3,85,71
2011,8,AMPL,134757,3,87,103
2011,1,Vim Snippet,1011,1,274,159
2011,7,Elixir,52455,3,121,134
2011,9,Handlebars,34734,3,131,82
2011,1,Standard ML,121518,1,80,98
2011,7,LLVM,90666,3,110,74
2011,2,Mask,34134,1,159,186
2011,12,Ada,161032,4,72,98
2011,1,BitBake,11214,1,198,208
2011,12,Mercury,11085,4,193,216
2011,6,Rich Text Format,17954,2,194,154
2011,2,RenderScript,17712,1,148,162
2011,1,Apex,12554,1,204,192
2011,4,Vue,12975,2,179,115
2011,4,CartoCSS,332,2,265,273
2011,12,sed,33339,4,149,63
2011,3,Mustache,21141,1,157,137
2011,2,WebAssembly,1502,1,277,274
2011,7,Starlark,4658,3,229,117
2011,7,Genshi,4993,3,218,260
2011,12,RAML,2778,4,236,244
2011,11,Zephir,1812,4,273,296
2011,4,IGOR Pro,727,2,297,366
2011,7,EJS,600,3,282,182
2011,6,Earthly,36,2,386,352
2011,12,Fantom,2865,4,257,310
2011,10,Grace,2,4,410,447
2011,1,RPGLE,8,1,408,448
2011,11,Blade,932,4,306,235
2011,7,Reason,463,3,312,280
2011,9,Zig,39,3,381,360
2011,3,C++,36577075,1,3,4
2011,10,Lex,14675113,4,14,16
2011,2,Makefile,17087563,1,11,5
2011,12,Bison,4246269,4,25,33
2011,6,XQuery,63727,2,116,144
2011,11,QMake,236727,4,68,61
2011,1,Batchfile,2186323,1,33,23
2011,11,Protocol Buffer,500609,4,49,41
2011,3,XQuery,61652,1,116,138
2011,11,Racket,83654,4,97,158
2011,9,Racket,69668,3,97,164
2011,1,AMPL,111255,1,87,109
2011,2,Ada,209779,1,72,100
2011,2,VHDL,30516,1,170,194
2011,12,VHDL,26357,4,170,188
2011,8,D,191992,3,71,88
2011,9,Eiffel,30303,3,137,188
2011,8,OpenSCAD,11615,3,181,191
2011,11,Inno Setup,66699,4,112,102
2011,7,Perl 6,383177,3,62,70
2011,4,Ragel in Ruby Host,57571,2,117,164
2011,6,Squirrel,3114,2,219,298
2011,2,HCL,3546,1,223,96
2011,8,Less,20614,3,171,125
2011,1,Gosu,1410,1,224,220
2011,9,RenderScript,34294,3,148,159
2011,8,Slash,31617,3,141,160
2011,9,UrWeb,92,3,356,269
2011,4,Web Ontology Language,7926,2,200,256
2011,8,HLSL,76317,3,111,110
2011,5,Oz,3861,2,216,274
2011,9,Smali,298,3,288,335
2011,8,Pep8,162,3,374,293
2011,6,Myghty,945,2,293,294
2011,3,StringTemplate,241,1,289,331
2011,7,RPC,9185,3,211,219
2011,7,AIDL,472,3,292,268
2011,3,Cython,9182,1,208,156
2011,10,KRL,749,4,291,374
2011,5,Zephir,731,2,273,302
2011,8,1C Enterprise,344,3,331,141
2011,10,Ceylon,1635,4,259,313
2011,7,V,2456,3,261,294
2011,1,Reason,371,1,312,286
2011,12,MTML,130,4,332,442
2011,8,Modula-3,64,3,401,411
2011,7,Inform 7,80,3,358,323
2011,8,Ecl,442,3,325,408
2011,11,Logtalk,33,4,321,375
2011,2,Oxygene,1387,1,269,364
2011,7,Stan,30,3,368,339
2011,1,Pony,22,1,396,334
2011,1,Sieve,22,1,396,398
2011,9,Xonsh,10,3,402,415
2011,6,Witcher Script,1,2,413,395
2011,7,Assembly,29381413,3,7,8
2011,2,C,22734098,1,4,3
2011,3,GAP,324284,1,63,78
2011,11,Cucumber,334067,4,70,65
2011,1,ActionScript,208572,1,74,72
2011,6,Forth,111890,2,88,124
2011,4,Eagle,17691,2,160,159
2011,5,HiveQL,4502,2,233,173
2011,7,Smarty,301450,3,59,52
2011,8,Nginx,43854,3,138,57
2011,3,ColdFusion,24201,1,151,193
2011,4,AMPL,141660,2,87,108
2011,9,TypeScript,335836,3,58,42
2011,12,Standard ML,150497,4,80,95
2011,6,Haskell,149711,2,78,85
2011,8,Raku,13608,3,178,170
2011,4,Lean,7095,2,199,240
2011,12,OpenSCAD,20916,4,181,190
2011,5,Module Management System,102346,2,96,114
2011,7,Ada,224618,3,72,98
2011,9,Nu,41032,3,114,230
2011,4,Arduino,118696,2,82,93
2011,1,SystemVerilog,31839,1,144,166
2011,5,ATS,6005,2,230,289
2011,2,Apex,10238,1,204,192
2011,3,NewLisp,45782,1,145,165
2011,2,Perl 6,263692,1,62,69
2011,3,Oxygene,1805,1,269,364
2011,4,Terra,9699,2,203,226
2011,10,Terra,13413,4,203,219
2011,10,Starlark,5342,4,229,119
2011,5,Xtend,6449,2,217,216
2011,10,Limbo,8352,4,210,245
2011,11,Lasso,14692,4,172,248
2011,4,Procfile,2572,2,242,190
2011,2,Crystal,669,1,283,229
2011,9,Crystal,1067,3,283,220
2011,9,Asymptote,163,3,366,399
2011,10,Asymptote,92,4,366,392
2011,5,XC,76690,2,133,176
2011,2,IGOR Pro,627,1,297,373
2011,7,FreeBasic,99,3,329,376
2011,12,J,100021,4,98,122
2011,1,Cool,2831,1,243,275
2011,4,Kit,8,2,414,442
2011,12,CodeQL,2383,4,256,222
2011,2,Csound Document,743,1,285,294
2011,7,Chapel,3854,3,234,295
2011,7,SaltStack,1391,3,276,65
2011,9,API Blueprint,634,3,287,262
2011,4,Modula-3,10,2,401,421
2011,4,Closure Templates,98,2,367,334
2011,1,Classic ASP,228,1,340,343
2011,4,Fancy,574,2,279,255
2011,10,Moocode,48,4,352,413
2011,2,Tea,8,1,365,416
2011,11,PEG.js,23,4,375,314
2011,9,ImageJ Macro,86,3,384,310
2011,2,ImageJ Macro,15,1,384,307
2011,1,Promela,13,1,403,406
